,INC,OUT,TEN,MCH,BAN
967,20377.63,10.72236279,5.566520625,222.632554,1434.828418
972,186035.04,7.419287002,2.258852671,235.141716,1548.705967
973,37340.2,11.06857815,2.010811355,172.440432,863.4623731
974,22303.29,9.565152901,1.591333405,240.114868,708.9358044
976,58333.09,9.652139761,1.515452465,210.138,804.489391
977,46257.12,8.539641939,3.857300987,154.975543,1202.670117
979,15902.97,11.20520071,3.950587999,162.446995,1040.272445
981,29621.97,13.31380475,6.721823696,262.610632,1366.71852
983,30594.26,8.081619837,12.51401968,187.609354,1848.378413
985,48925.7,8.86985406,19.02547148,222.636202,2323.778584
986,13622.77,15.54783164,2.506101194,255.155493,1084.371719
987,4032.12,5.232014731,7.55918608,129.962093,1615.988955
988,23162.08,10.53236725,1.692982143,229.993134,643.5422493
990,45252.03,8.140661137,3.079467822,220.132293,841.9396981
992,64017.78,12.45682505,11.76491612,190.173699,1588.313232
994,109366.11,9.309881954,5.011675804,225.131966,1464.182884
995,47719.56,9.757158826,15.27829427,230.105118,1838.063609
996,41311.01,6.680449508,4.06047424,210.156274,1173.76564
999,48587.84,9.312625685,1.819217843,265.146969,816.9532955
1000,154718.85,9.738312225,16.62593689,242.61428,1919.29861
1001,6315.99,10.75310595,6.429025787,167.456419,800.3296612
1003,16469.29,12.73263489,16.4659765,242.657291,2065.398671
1004,37938.69,10.75719664,9.188837964,132.479779,1477.960194
1006,22880.13,9.256839293,5.688867768,207.609354,888.7604416
1010,35681.35,13.62253111,3.976063151,179.979358,587.1708313
1013,27475.94,9.407074462,6.745272795,210.105118,1668.961962
1014,59702.94,6.086629667,11.42508906,222.636202,1422.632058
1016,117194.61,5.488512386,2.722310392,220.114868,1150.804118
1018,3836.01,12.9482381,4.319159918,287.642733,1065.450757
1021,28797.05,8.830393232,18.39607984,124.960655,2035.86052
1026,77269.05,10.72707391,12.43358232,149.948316,1086.632821
1027,35357.64,10.94456682,4.303849456,182.446995,682.9095847
1030,20916.69,8.430997077,4.969645421,287.642733,1277.1051
1034,55625.04,6.245748922,4.354733929,172.47417,680.5565136
1039,48597.51,13.41327327,13.08606275,222.649979,1945.444997
1040,33823.17,13.93273371,3.644232332,255.141716,933.2803403
1041,58384.68,9.290332689,1.415346194,172.455519,500.7187258
1043,20614.28,9.983403111,2.601455981,232.641455,721.8510774
1044,22247.54,6.364065547,14.5875554,182.460772,1674.078908
1045,36486.42,12.37242269,13.37654004,184.963371,2155.00052
1047,86396.3,12.232234,7.904120653,115.002061,892.0207872
1052,10842.41,12.27786817,7.25493599,270.160419,1808.366194
1053,30185.46,9.203049013,5.898536601,267.642733,1743.932853
1055,25434.15,8.316451322,8.713385365,232.641455,1141.532192
1056,63225.56,10.67873215,13.0035986,172.487091,1480.891431
1059,91252.07,13.33611658,10.81815085,172.456745,1705.362101
1061,60420.05,7.478384978,4.056889119,242.61428,913.521381
1062,44447.24,8.667871777,9.876537733,127.511223,1114.016493
1065,78661.45,10.20451845,4.187033385,157.469817,437.8833399
1068,56372.08,9.26498924,9.690818661,199.990219,1782.558347
1071,70711.36,8.225714709,11.18792763,245.146969,2001.502073
1073,81748.07,13.77280014,16.64037206,142.468917,1996.643218
1074,19146.42,10.51064826,4.898445616,187.609354,1284.667114
1075,61256.3,11.10202866,3.218751358,242.628057,951.2972085
1079,59195.65,12.83502533,9.473751367,217.483972,1477.859712
1080,28727.43,10.55414085,19.58895462,139.983006,2323.477681
1084,13376.86,9.973647103,8.458121948,214.952509,1155.865056
1086,27222.52,7.649443176,8.92504512,202.682861,1389.451264
1087,79189.23,6.792026415,11.24061076,255.119794,1882.523799
1089,64088.93,10.10186417,6.681362911,202.649979,1653.999552
1091,40548.91,9.898208583,18.97328429,182.467607,1912.109481
1094,9843.69,9.646498667,6.791270714,139.951231,1103.633086
1098,14910.5,17.96334654,2.451256489,225.178625,910.9230162
1099,37952.49,2.870798009,13.76430574,210.105118,2172.681118
1100,31964.0,3.749430281,2.440923609,187.46728,1092.134853
1106,57778.05,12.1464948,6.867358844,207.638588,1177.735155
1107,38465.4,10.15007074,7.522520984,149.97755,1021.026757
1108,20056.65,13.63501552,1.763317472,127.460067,746.9528584
1109,26031.22,6.884662093,4.611940238,159.965008,722.0878256
1111,14595.56,2.358964139,11.45319603,119.95684,1763.355488
1112,46393.66,14.39565424,10.30304569,159.965581,1574.687531
1113,19439.54,15.9111278,5.901029789,139.951231,1259.468498
1114,16117.26,9.320031526,8.691329205,210.12704,1316.773005
1117,52852.51,5.580139894,3.638799298,242.628057,1115.58357
1118,11828.76,5.64360936,20.70165955,225.145743,2926.290256
1122,66146.86,12.05866555,8.688984603,132.479779,1524.801731
1123,47757.95,7.550902576,1.456262249,184.961033,906.2735981
1124,21861.69,11.28505526,2.072317222,202.443347,676.2054121
1132,37518.71,9.543357026,10.24058579,172.457857,1144.050351
1133,10245.51,7.077339857,1.491763776,220.161527,830.5471719
1134,10530.09,6.033340156,18.66406554,147.456419,2287.741972
1135,22898.91,12.13656325,8.721905501,252.637807,1407.12838
1136,30814.46,4.840632447,14.58313517,187.481057,2091.178584
1139,87315.7,8.352797526,4.153793775,242.610632,1267.731181
1140,30195.71,11.13577596,2.760208796,167.484705,1363.377334
1141,16937.26,13.44315297,1.583634587,267.664655,887.2448499
1143,87428.18,7.92642809,3.072369855,169.974105,584.4226607
1144,19821.7,9.032895096,12.81011786,159.947583,1714.568513
1147,15777.93,11.55879323,7.95236848,187.484705,1197.290608
1148,50109.93,11.98080538,8.889790813,202.636202,1710.907598
1149,63005.71,15.13468172,1.112321784,277.63748,1053.415573
1152,23288.22,7.643621222,14.87120712,152.44408,2021.782055
1154,54669.67,8.444910983,13.85473212,217.470195,1792.56277
1159,60109.62,15.75679649,9.932932319,222.61428,1898.286119
1160,122741.65,8.828958895,4.00803296,125.007314,525.3079814
1162,99100.1,9.908849616,9.26064585,222.61428,1821.82345
1165,4916.91,17.49332639,1.068799086,172.487091,504.9814106
1166,56014.49,7.523463124,17.39605821,175.133074,2019.788427
1168,82251.92,7.059012011,6.133827574,162.452604,950.1312316
1169,41210.5,10.59857436,3.816472249,152.44408,1208.458932
1171,8669.16,15.32731181,3.61323465,252.637807,804.3790601
1172,3551.89,11.64764999,6.126946607,242.610632,1614.1637
1174,68738.07,7.595319178,5.679317142,262.610632,1136.60955
1178,40133.04,14.95030399,6.195470215,275.119794,1124.637958
1184,78238.99,15.54569939,5.958420709,222.61428,1648.155844
1185,15048.63,8.440399216,7.570075544,220.114868,1524.945096
1193,45869.12,10.58093125,2.5238884,194.988208,779.392646
1195,21647.96,10.51343586,7.629294031,152.488401,940.7924479
1198,48154.12,16.63376919,1.723983897,139.951231,888.9795791
1205,11306.37,12.834729,5.441479864,232.637807,1700.52331
1209,29348.16,8.954899011,1.374911824,142.500692,747.9301328
1211,85717.14,2.110606916,5.550110436,187.656013,894.4102553
1212,34407.99,11.46370907,9.38712707,277.651257,1712.794495
1213,5874.73,9.928856736,4.005780287,157.469817,554.7295152
1218,18692.53,12.25982132,12.09641389,149.988989,1461.101266
1219,20896.4,10.03906526,23.32691904,139.987503,2649.830017
1221,22274.11,8.620125009,15.82334026,190.12704,2123.334993
1222,20436.28,7.85989854,6.862244054,255.155493,1476.644914
1229,9237.79,10.62473397,12.74748675,159.979358,2008.680996
1231,40529.84,16.88041332,15.32475177,182.443347,2207.637213
1232,49350.86,12.50834927,18.81607435,194.952509,2346.894471
1237,78370.93,4.471635302,21.10862922,184.949594,2536.687205
1238,6088.74,10.14904497,8.825774698,217.483972,1283.000223
1240,40710.63,11.28911933,15.56696462,167.484705,2247.823032
1243,3955.88,10.62427045,10.43448006,184.978458,1203.563432
1244,53513.98,6.922666965,8.550692097,232.637807,1692.566285
1245,42002.93,10.20539198,9.323157168,172.470522,1486.494353
1248,82924.09,9.816727691,2.694014031,157.483594,526.38731
1251,51606.19,15.61280724,2.163284177,152.479779,602.4065111
1256,71631.82,8.734579171,2.439520256,245.128318,1341.450253
1258,30090.22,10.51097693,8.255617012,225.145743,1917.60124
1260,38513.67,11.93951737,8.16762508,142.499263,1148.911745
1262,37445.32,7.947973086,7.537243981,214.966286,1036.324728
1264,20078.44,14.82798335,5.011735021,190.159922,847.9561126
1265,27692.11,10.39540448,2.728247011,147.442069,488.2811705
1266,18895.42,9.064004874,7.138985437,127.488728,875.0932458
1268,35730.59,9.420067912,13.28051861,214.952509,1541.165921
1270,36901.24,7.436719685,4.61174735,194.976769,768.0341067
1273,43436.42,7.584336396,12.60420397,242.61428,1809.863378
1275,16762.99,11.54198689,6.818705821,217.483972,955.0181592
1277,34372.27,7.871451091,14.39399314,169.967067,1681.813552
1278,24378.22,10.67112794,9.983052758,215.159141,1774.760154
1280,38162.85,9.241864687,20.83084927,207.609354,2221.139588
1281,36333.77,10.48393458,1.225588884,192.440432,547.9869964
1285,76184.47,8.665638946,1.963127209,172.470522,771.9557231
1286,81803.03,14.63754555,10.34247598,129.948316,1671.469773
1287,54981.51,15.09456492,1.156719701,137.461553,358.4232611
1290,57844.94,13.72595127,6.958063425,197.470195,1356.12218
1291,36772.35,7.987261514,7.010189312,179.965581,914.8863272
1292,22853.63,13.96678169,2.447985699,147.473844,638.4642534
1298,7619.18,12.28145524,12.01513041,142.452604,2138.553831
1300,23514.45,10.6945716,11.19078648,104.964303,1370.012453
1302,35556.27,12.2300724,21.16641251,182.460772,2115.906589
1312,16526.81,10.86355397,1.355493769,117.485813,541.4070913
1314,40392.47,9.73677222,11.03162791,172.455519,1442.347357
1319,62441.01,4.87057775,7.771315315,187.484705,1278.688937
1321,33846.23,8.106603381,2.456217972,275.119794,995.4220744
1324,35108.41,14.54049442,2.967533379,139.979239,525.3069851
1327,12353.15,10.92368132,5.696461819,169.937833,958.2229045
1330,55656.36,14.19303472,1.699850064,184.978458,900.3977089
1331,48881.55,9.095661093,3.955928538,197.483972,1260.12789
1332,32000.75,7.686998495,9.652842643,220.161527,1618.259683
1333,29822.31,11.72310409,16.53244292,147.442069,1727.882293
1335,27669.39,8.498824483,22.57289049,147.456419,2588.843484
1337,69014.19,10.58554141,7.195810535,220.114868,1409.882802
1338,63827.57,6.204764784,2.978504665,182.446995,486.1105716
1340,45181.64,6.974510376,2.834098048,240.114868,901.5457844
1341,45244.57,11.5455462,8.637184433,255.155493,1568.344567
1342,27457.73,10.28781284,10.46190099,220.114868,1809.921626
1344,60631.73,6.336266086,9.62893496,179.947583,953.8934493
1347,11435.62,8.931385159,3.135848347,127.488728,677.2734494
1349,57644.66,13.18140871,6.485770796,137.483594,1291.915318
1352,29318.41,13.65178245,2.108441505,184.979684,1029.123182
1354,42506.64,10.95303334,4.860645308,172.503404,742.7794122
1356,11856.64,15.95494909,11.73492964,182.446995,1249.494056
1357,19017.34,12.03501573,9.841085026,197.628838,1495.341126
1358,62781.25,11.66278135,7.819783852,174.988208,1516.797047
1359,5601.94,13.63078539,29.70527547,164.967019,3293.015758
1360,41527.17,11.51565844,2.478012402,207.475448,1057.037731
1361,11098.51,4.48844021,4.089115347,255.119794,1467.90459
1362,50670.27,12.69180844,20.96092159,142.452604,2743.734408
1364,12704.28,12.02547979,2.876901531,275.119794,956.9132284
1365,54567.1,8.842844227,5.682066541,172.47417,884.6278615
1366,54250.43,11.16875063,3.187512279,159.947583,1201.898094
1368,41979.65,6.209819263,5.146834768,172.456745,1237.560637
1375,36220.07,12.30730362,7.677039536,235.159141,1370.86345
1377,22390.15,9.873985217,14.05740045,190.159922,1887.197833
1378,65392.96,9.948525069,5.791194183,159.987503,596.625449
1380,45734.73,7.051157559,3.883156675,200.118516,1330.988714
1385,47256.46,9.066791953,10.55675189,192.470522,1437.241364
1388,52687.01,11.44953763,9.553290527,245.145743,1599.874839
1391,28438.52,10.1125551,15.15825465,175.133074,1798.360928
1392,22561.45,10.62160932,22.56250894,220.114868,3014.958938
1395,57281.66,5.762293362,3.469955007,242.628057,961.4921994
1396,48038.44,9.5872321,17.88183906,114.965789,1737.043258
1399,43525.94,10.55912151,4.32321356,184.985293,627.3962656
1401,31003.45,9.234299939,12.71183755,255.133571,2383.673575
1402,55523.0,10.21011328,3.868738215,169.937833,686.8335296
1405,11565.2,10.35922638,2.288223389,245.174977,937.6860638
1407,10429.51,8.102739551,17.01228541,222.632554,2294.265591
1410,39746.81,8.242313408,2.988653862,152.495236,571.3635369
1412,17888.07,14.62580855,2.495010749,129.948316,935.5106086
1414,8657.1,10.75378608,3.847102787,149.992756,875.8840004
1416,9106.57,12.29278948,21.13118502,184.979684,2543.181756
1418,1193.19,12.00707872,4.594946825,132.466002,1196.617394
1419,57322.77,16.89111923,8.085917091,192.440432,1088.288955
1423,38227.48,8.849510435,5.68109955,139.981577,738.9464573
1425,49128.48,13.3037367,4.544027018,147.442069,874.5485738
1426,23702.37,12.77224032,10.3444125,149.937833,1690.990907
1427,25368.71,8.6548926,4.672608309,129.959755,1093.673208
1429,24984.75,9.103936329,16.78883402,204.963371,1982.607316
1430,29315.24,7.420757697,10.27733324,270.160419,1998.877156
1432,20617.44,9.460602685,3.19677148,262.610632,831.5573687
1433,44278.91,7.093445651,2.256763731,152.47417,1043.284658
1434,96112.52,11.02362934,1.915736733,119.989722,587.0970427
1435,23194.97,13.28231537,14.02688588,245.146969,2207.767111
1438,77548.98,11.47612243,7.989151046,137.461553,992.3896521
1440,99754.87,6.093961352,10.99225739,129.994975,1297.575754
1443,29216.14,9.047716037,7.840871292,182.476229,1173.415489
1447,52197.12,9.624162233,4.843533662,182.490006,985.3722849
1449,12599.71,13.35764807,3.330819942,137.439154,556.6697772
1455,53853.79,10.06689273,2.181372893,242.628057,1015.71304
1456,27235.84,6.681633242,14.26615817,127.473844,1696.133718
1457,11644.24,12.51404385,19.08438023,162.498151,1825.848805
1464,14048.99,6.773212666,6.390769574,207.609354,1061.749813
1467,19696.86,8.052655017,2.698284625,222.649979,783.1189106
1469,19254.52,15.09579419,2.934758008,152.466002,535.493169
1470,38294.87,10.89994219,1.262037303,227.475448,668.5567922
1473,26473.71,10.89250998,10.44223446,192.48852,1257.976073
1474,21808.87,10.46391733,2.38395716,222.628057,1176.40624
1475,89037.69,5.771579921,10.404813,222.649979,1556.108789
1478,22183.52,15.26331077,12.42216588,149.984492,1488.81735
1479,42197.88,8.849884542,3.797689495,200.132293,1304.571599
1480,14953.78,13.83450553,3.784962992,200.132293,1341.595521
1481,8888.06,10.35503587,7.154371452,217.483972,1123.503268
1482,21816.78,8.974055518,20.13119126,129.962093,2214.953933
1488,16307.08,15.54568189,7.413563684,182.443347,1248.345698
1490,62616.43,12.75213898,4.279464865,137.468388,704.224884
1491,149502.87,11.85413528,3.468872554,162.460772,1203.486183
1497,11290.67,13.48138957,5.497366828,187.46728,1243.061143
1498,24897.26,9.523802161,4.955415304,232.641455,1111.571623
1499,9966.89,13.78001485,13.31283015,214.966286,1546.673637
1502,25576.73,5.087255805,11.71980152,245.131966,1726.803854
1513,72563.64,9.492638901,7.080759052,240.114868,1363.832113
1514,93561.74,7.94076683,9.808669685,182.446995,942.5247889
1515,5902.12,8.501483623,5.68349814,232.62403,1386.523823
1516,22139.63,9.396558793,11.55805828,232.670689,1526.533644
1520,5984.94,16.72529341,7.175063445,117.439154,1257.52308
1522,52766.63,12.04554874,2.689103558,162.467607,1138.251038
1523,19826.08,7.61600943,4.089399488,139.981577,644.5909961
1524,41397.45,17.94420077,2.314052799,192.470522,507.8003206
1528,39683.73,11.90156254,7.843263617,192.440432,1069.400199
1531,8515.02,8.985947449,11.75090487,214.952509,1357.774068
1532,7524.77,9.74065027,10.54165852,200.132293,1773.915003
1533,44086.35,7.943538816,14.92730216,222.665436,1940.626426
1535,42065.56,10.63592827,4.071312509,192.470522,693.1317301
1536,23624.95,11.62131427,3.866527859,210.105118,1297.983536
1543,28822.56,6.572112158,1.992846597,137.469817,718.7685676
1544,20827.61,13.75238289,2.701548767,230.105118,895.2266874
1545,17982.42,7.637367057,1.665089598,129.976324,418.3354904
1546,70493.36,6.658362671,16.68190528,175.02109,1926.295645
1548,51266.47,8.913392702,12.77495667,207.609354,1612.238384
1549,7086.19,11.91525643,10.61383322,179.965581,1068.30748
1553,36637.4,18.0799042,1.45460211,192.440432,619.3340158
1555,28528.32,11.15167976,8.460086502,240.114868,1289.416735
1557,14075.36,10.29101591,10.12123118,162.482694,1359.631961
1561,87367.88,6.172326327,9.300517617,257.651257,2113.787891
1562,8253.96,8.983435185,2.427380647,142.499263,718.4643309
1567,40189.23,10.90971891,3.943033602,187.656013,919.2556886
1568,10934.28,7.493478513,8.926271021,159.964152,1264.332813
1569,16073.46,10.07234257,8.699764172,157.483594,1087.336893
1576,23041.14,8.911535445,2.355538593,200.146524,778.2707384
1577,38529.53,11.85313615,3.509036092,252.637807,1242.543701
1578,79304.79,10.22159613,11.53737155,242.643514,1507.329753
1579,9088.08,6.335681954,1.760409672,242.657291,871.1409059
1581,23424.87,9.170276294,17.78302494,175.133074,1970.80666
1582,57380.34,9.231958141,12.68609343,162.45383,2025.927893
1583,80269.13,12.3404636,18.55974516,174.988208,2332.190421
1585,23946.97,11.43130499,7.208423897,217.470195,1233.819233
1587,79322.08,8.127926454,5.105265612,184.993915,819.3644961
1589,19676.77,2.737192144,2.840343779,242.657291,1043.299446
1592,8543.01,14.08561195,11.07800251,194.988208,1204.745285
1594,30976.34,3.500092565,1.738486682,182.465269,515.5449981
1596,42526.92,10.6510171,13.99605863,139.979239,1465.984907
1601,34722.76,9.013658897,7.521160625,182.460772,1039.74162
1602,24686.12,7.163430764,3.845852341,197.472533,1454.360571
1604,30334.52,14.89095018,3.954689282,162.493654,636.8514545
1606,47169.83,10.33803214,3.700907475,222.628057,1274.602374
1609,20802.1,10.84469394,11.21152941,262.610632,1503.937766
1612,65891.79,5.259228749,4.753020774,245.128318,1608.852045
1613,59532.0,12.54222267,21.20445421,212.622804,2867.22601
1617,23711.3,17.11399723,5.136076177,255.119794,1435.783347
1619,25044.85,9.368606843,1.548600048,242.628057,785.5416603
1620,46120.62,11.33498823,3.508552886,220.132293,1014.075999
1624,13157.91,10.58651971,11.71117991,162.493654,1385.152156
1631,21000.61,8.901128259,8.284579203,184.971516,1123.759368
1632,45664.79,11.53924648,1.609325308,172.455519,464.4748418
1633,79393.63,9.403210739,2.376509223,202.649979,1417.801952
1635,27380.15,12.84779981,25.55038197,200.165175,2692.885423
1637,79775.67,8.730183974,6.955766017,127.460067,1262.531104
1640,47502.66,11.73060772,3.453443904,202.636202,1279.856552
1643,11464.33,9.142773531,12.30462572,215.159141,2056.185889
1644,52050.69,11.79444395,10.01241216,275.133571,1615.418802
1649,51397.01,9.306477855,5.045543619,220.114868,1540.140383
1650,117333.44,12.02079888,7.182441329,169.992756,785.4118808
1652,30088.13,11.71398312,4.509329959,192.440432,933.8036457
1653,34415.0,10.9085806,2.162477942,210.138,673.9015902
1654,82080.92,10.04784815,14.5222363,200.132293,2271.84102
1656,16337.64,2.292587755,1.849371568,184.961033,1088.89675
1661,15045.78,7.560275883,12.23362353,230.105118,1632.365102
1662,78085.72,7.372127002,2.552193205,127.473844,913.9152886
1665,25048.77,12.2507651,14.98166868,242.61428,1890.640168
1666,56537.88,11.51744058,13.79138076,127.442069,1659.769248
1672,23703.95,6.159072244,3.060553536,152.495236,644.1045211
1673,47658.67,13.03330701,6.549842666,194.988208,971.7404705
1675,31203.12,13.22904885,8.397776839,275.133571,1381.481321
1676,33458.05,10.38784781,1.019306038,162.468917,522.4564791
1680,13870.96,8.792014962,12.95969924,245.145743,1896.10656
1681,21101.14,8.190421561,12.18544178,232.652038,1991.187997
1682,49065.88,5.271292905,10.85865384,245.128318,2081.752385
1683,18081.88,7.033849177,15.34839938,277.651257,2115.879744
1685,30450.19,13.24531173,5.705926395,152.457857,1308.999159
1686,54750.08,9.892901128,6.70301496,267.664655,1319.229599
1687,24095.07,8.278493187,7.367492072,227.475448,991.3985734
1688,53817.02,13.34913229,1.030630574,147.442069,310.1585772
1689,20733.74,7.83125489,6.735271694,149.944668,1254.943448
1690,36790.23,10.45355154,7.506056361,220.132293,1411.150345
1692,73242.41,11.41757633,9.320973584,139.9678,1262.985557
1696,27149.34,10.11721314,2.613920398,194.976769,609.6168115
1697,19533.5,11.64173568,11.29271486,164.985293,1882.951404
1701,52352.24,7.219910689,4.759938908,194.974431,897.6280912
1703,54587.66,14.60495207,7.441432103,242.610632,1683.078344
1704,14053.15,14.17602329,10.06145053,199.990219,1806.970628
1705,51419.56,8.11725589,16.37219797,184.967019,1873.00718
1707,48597.98,10.84404672,1.871917709,255.141716,859.0587897
1708,34497.95,7.583070893,16.75283806,159.947583,2122.146303
1709,19080.13,11.02448303,20.16532013,210.105118,2734.384392
1712,38028.33,7.823397558,11.4488726,152.466002,1344.718981
1713,29940.45,7.065505359,8.315973557,169.944668,991.7932314
1714,104519.8,6.836041233,1.515290738,139.99789,698.1794441
1716,29579.69,4.708283677,10.16298067,202.443347,1204.39272
1717,69222.79,15.42891992,6.215774391,232.62403,1607.735971
1722,34414.89,10.5336786,2.699998442,220.161527,838.173682
1723,5920.06,12.56737024,2.661310881,222.665436,1024.224748
1726,5875.01,11.36888104,6.856207666,142.452604,1408.424309
1729,2488.36,7.446156322,6.027648047,154.991856,1135.519834
1730,10494.28,10.7481104,9.490754438,149.970715,980.0465426
1731,15537.16,11.6424418,9.727109482,245.128318,1925.341061
1734,78249.99,6.462473731,8.406444381,220.161527,1321.712528
1736,48376.42,8.55142407,14.10031907,255.119794,2158.332479
1738,30861.42,6.3246769,14.93006551,107.48056,1727.703167
1739,51510.02,12.55061484,17.34018575,235.159141,2196.151925
1740,7833.53,11.14280011,7.858862202,252.637807,1207.144714
1741,29709.19,10.58657312,8.482460246,152.455519,1364.133317
1742,37041.5,7.1113897,7.644184483,162.460772,1461.63461
1747,73422.83,10.25266403,6.403155881,175.02109,862.0866469
1748,66702.94,12.9605554,15.08846657,242.657291,2072.561109
1749,37670.96,7.789802026,8.785452901,202.636202,1608.002659
1750,79432.6,9.985414526,6.820250541,187.642236,1054.514104
1751,21786.91,9.777239043,3.319853958,290.160419,1150.574869
1754,53591.84,7.587447184,7.860641328,242.610632,1647.423104
1756,19990.22,4.843884364,7.712199324,222.660939,1235.453213
1757,39181.25,10.38437058,5.402712746,137.468388,700.0279564
1758,25777.88,14.67675595,2.066037377,232.641455,769.7818684
1759,59418.66,9.8699522,3.752354376,154.991856,1283.103476
1760,38306.27,16.75470959,11.32652677,194.966286,1897.050575
1762,37526.82,12.1859369,1.051188042,257.684139,1018.848617
1765,53247.58,9.75859429,1.042724425,184.961033,871.6644442
1766,25019.9,11.34236064,17.1001258,172.462354,1782.747566
1770,88000.08,8.349506731,5.118556082,127.473844,1064.629876
1771,18406.73,9.299310376,7.217041327,127.458638,850.5053759
1772,7655.2,12.84944852,2.693860703,240.114868,764.3624669
1775,77423.32,8.127707725,15.18036042,242.632554,1984.668288
1776,27690.11,9.910027332,21.61213506,232.62403,2954.525101
1778,21739.61,14.05990229,8.661116617,255.133571,1745.431051
1779,32951.46,17.60288873,23.68987753,202.649979,2900.101871
1780,19832.1,15.36169948,10.73057042,287.642733,1572.393016
1784,74023.61,6.823241689,6.418130939,152.479779,1257.485285
1785,9134.48,11.20443812,17.56134872,230.134352,2109.348841
1786,22354.1,9.386659049,7.351090778,232.670689,1332.641107
1788,3730.38,10.73059843,2.095488213,247.664655,1338.247732
1789,56143.59,7.415363166,3.312263064,159.951231,509.6727126
1790,22812.0,8.735591454,6.766267697,207.638588,1044.435554
1791,12908.78,7.781912069,2.542844079,247.664655,1467.981883
1792,18189.38,10.0345016,1.796607335,207.475448,971.697137
1793,61039.69,8.247672688,1.921647847,230.105118,695.6222319
1796,31369.76,12.48448983,14.42671843,235.137219,2363.604752
1799,20872.03,6.672058888,9.273178876,207.609354,1241.342647
1801,37198.61,8.294166484,7.775144828,242.610632,1713.700682
1803,48675.51,4.586984142,10.25226518,149.988989,1303.670531
1805,26175.68,11.19592754,8.210220142,152.47417,1496.482536
1807,23660.7,11.64845286,6.577676916,220.132293,1329.24842
1809,5418.19,10.72904959,8.013365588,255.166453,1313.686109
1811,21087.24,9.024293001,1.884992328,179.947583,404.9361415
1818,11523.97,5.953348075,3.024806192,137.483594,847.1259509
1824,15944.32,9.724391204,3.999140345,129.948316,1048.919831
1825,38328.57,8.082617212,1.251588197,204.961033,661.2094379
1826,82560.95,7.495673471,12.16872039,200.165175,1711.601451
1827,37667.37,8.337747682,6.624439911,262.610632,1214.05087
1828,89752.5,8.940681932,5.643360294,262.610632,1253.523378
1829,24958.97,9.170210546,4.499945782,220.132293,955.0519598
1830,51848.11,4.307800217,6.57513059,242.628057,1187.692793
1831,32443.11,6.969585746,11.76797971,192.440432,1367.183772
1837,22433.84,14.16841333,5.252073829,265.128318,1164.843819
1838,27130.52,11.12796555,18.00704355,194.974431,1946.450068
1845,43133.76,11.60381433,17.31776736,187.656013,2171.802329
1847,36034.73,13.54754868,14.26734448,147.442069,1294.790222
1848,11667.32,12.32023424,1.360201959,204.963371,509.1865112
1850,96624.28,7.865190806,7.399248624,190.12704,1483.41562
1853,26838.3,9.556655457,9.630236452,187.642236,1329.382263
1857,46272.07,10.93180592,3.857491515,220.132293,939.8765686
1860,25447.24,10.03692527,1.747076331,137.469817,922.4502594
1864,36250.96,7.732225598,5.291754183,169.967067,877.7050261
1868,57622.01,10.83103688,7.32906366,190.12704,1751.02003
1870,42920.9,11.97456051,10.86852566,162.511928,1354.387011
1872,13805.45,15.43208187,2.231526082,174.958118,1054.384865
1873,1753.08,11.76568434,2.384942381,252.62403,904.5789623
1874,55200.2,5.649781948,4.992706522,157.483594,637.7315432
1876,9582.53,12.34162424,2.153167182,275.119794,775.7502457
1878,80120.44,10.35620722,7.19812868,172.503404,1042.502776
1879,67228.71,11.41693893,7.40216226,212.641455,1621.058909
1880,18651.96,10.78909418,18.37212028,204.963371,1924.903884
1882,14638.17,9.713763237,2.497790261,172.470522,1178.564131
1885,49939.39,6.398169663,3.032321354,207.49737,693.358004
1889,7723.17,9.45902039,13.56958731,235.137219,2087.543903
1890,72997.73,13.33271836,9.727742106,200.132293,1751.848426
1891,55593.6,9.155612168,7.18546062,162.497044,1501.32182
1892,28096.83,5.377748545,7.039839728,175.133074,1116.638366
1895,77658.11,9.622151061,15.73628072,162.460772,2089.023186
1897,61901.7,8.064807,7.434237932,194.976769,989.3430051
1900,17526.85,12.94388838,16.3364928,242.657291,2060.745551
1902,31766.78,14.18102134,2.389328443,182.490006,762.3743815
1904,37455.48,0.636607948,9.626754665,127.442069,1575.771505
1906,19982.5,8.560207521,6.531735637,149.99153,874.1933216
1907,100033.86,7.104001873,1.512791057,127.458638,505.6979276
1908,152172.92,8.00560869,3.390052702,210.151777,1022.519614
1910,33297.61,10.87571686,10.91916339,197.494455,1428.608241
1911,80430.99,8.713781981,6.775594861,182.467607,1072.585587
1914,23107.22,5.546944946,2.811977672,245.145743,911.3769495
1915,65329.46,13.34580773,12.85056526,232.622804,1710.216611
1919,116888.77,11.06209104,11.92905011,172.470522,1851.152977
1920,22840.68,6.318907115,5.037146238,164.971516,1051.069135
1921,29742.47,12.14896261,3.259826777,159.965581,1216.35272
1922,22139.13,15.08558131,12.52485764,232.637807,2138.661668
1924,23613.85,14.06427534,10.4843853,159.965008,1325.529732
1930,23101.13,4.743877362,17.05603447,265.128318,2209.997412
1932,32459.53,14.20149723,10.1127187,182.467607,1282.45127
1934,91605.19,6.716026988,15.21980082,202.649979,2425.149963
1935,34978.09,7.275219163,10.19944078,225.145743,2017.858499
1936,115594.58,6.768420041,6.135854482,255.119794,1585.705665
1938,10349.38,10.42980353,2.24841574,184.963371,1115.319187
1940,23026.89,5.706642926,3.637134041,265.146969,1114.124252
